,first_name,last_name,gender,past_3_years_bike_related_purchases,DOB,job_title,job_industry_category,wealth_segment,deceased_indicator,owns_car,tenure,address,postcode,state,country,property_valuation,missing_colname 16,missing_colname 17,missing_colname 18,missing_colname 19,missing_colname 20,Rank,Value,fullname,AGE
122,Teddy,Lagadu,Female,86,1969-07-20,Design Engineer,,High Net Worth,N,No,6,2 Charing Cross Trail,2759,NSW,Australia,8.0,0.88,0.88,1.1,1.1,120,120,1.2625,Teddy Lagadu,48
123,Peria,Rantoull,Female,3,1975-03-13,Financial Analyst,Financial Services,Mass Customer,N,No,4,8350 Moulton Terrace,4500,QLD,Australia,4.0,0.88,0.88,0.88,0.748,120,120,1.2625,Peria Rantoull,42
124,Ludvig,Andren,Male,44,1941-02-22,Media Manager III,,High Net Worth,N,Yes,15,578 Waywood Circle,4306,QLD,Australia,5.0,0.44,0.55,0.55,0.55,125,125,1.26171875,Ludvig Andren,76
125,Elsworth,Abbitt,Male,71,1956-02-08,,Health,Mass Customer,N,Yes,6,9722 Northport Way,3500,VIC,Australia,3.0,0.7,0.875,0.875,0.74375,125,125,1.26171875,Elsworth Abbitt,61
126,Rebeca,Aggas,Female,66,1953-02-27,Social Worker,Health,Affluent Customer,N,No,21,7026 Katie Lane,3818,VIC,Australia,1.0,0.86,0.86,0.86,0.86,127,127,1.25,Rebeca Aggas,64
127,Ricki,Dobrowski,Male,13,1975-03-10,Civil Engineer,Manufacturing,Mass Customer,N,Yes,9,8 Eggendart Pass,2835,NSW,Australia,1.0,0.83,1.0375,1.0375,0.881875,127,127,1.25,Ricki Dobrowski,42
128,Georgetta,Lovett,Female,42,1940-02-02,Editor,Retail,Mass Customer,N,No,12,1 Bluejay Place,4405,QLD,Australia,1.0,0.88,0.88,0.88,0.748,127,127,1.25,Georgetta Lovett,77
129,Bambi,Cogger,Female,51,1990-07-12,Design Engineer,Retail,Affluent Customer,N,Yes,5,28970 Monument Lane,2560,NSW,Australia,7.0,0.66,0.825,0.825,0.825,127,127,1.25,Bambi Cogger,27
130,Aurie,Rhead,Female,78,1962-07-28,Geological Engineer,Manufacturing,Affluent Customer,N,Yes,5,235 Mendota Court,2650,NSW,Australia,2.0,0.82,1.025,1.025,1.025,127,127,1.25,Aurie Rhead,55
131,Farris,Skettles,Male,38,1965-07-03,Payment Adjustment Coordinator,,Mass Customer,N,Yes,13,49309 Redwing Lane,3240,VIC,Australia,7.0,0.68,0.85,0.85,0.7225,132,132,1.2484375,Farris Skettles,52
132,Sharline,Abyss,Female,11,1960-03-18,,,Mass Customer,N,Yes,15,367 Bay Point,4011,QLD,Australia,4.0,0.71,0.8875,0.8875,0.754375,133,133,1.2375,Sharline Abyss,57
133,Nowell,Preddy,Male,29,1985-07-23,,Manufacturing,Mass Customer,N,No,9,932 Glendale Avenue,2173,NSW,Australia,9.0,0.47,0.47,0.5875,0.499375,133,133,1.2375,Nowell Preddy,32
134,Lacy,Drance,Female,27,1978-02-05,Graphic Designer,Manufacturing,Affluent Customer,N,Yes,14,492 Waywood Lane,2750,NSW,Australia,8.0,0.47,0.5875,0.5875,0.5875,133,133,1.2375,Lacy Drance,39
135,Padraig,Snel,Male,89,1970-11-08,Staff Accountant II,,Mass Customer,N,No,19,12683 Mifflin Point,2114,NSW,Australia,7.0,0.71,0.71,0.8875,0.754375,133,133,1.2375,Padraig Snel,47
136,Malorie,Votier,Female,90,1990-05-29,Graphic Designer,Manufacturing,Affluent Customer,N,No,4,6160 Weeping Birch Hill,4509,QLD,Australia,5.0,0.65,0.65,0.8125,0.8125,133,133,1.2375,Malorie Votier,27
137,Shepperd,Ricards,Male,28,1967-09-27,Social Worker,Health,Mass Customer,N,Yes,16,7 Oakridge Lane,2284,NSW,Australia,4.0,0.71,0.8875,0.8875,0.754375,133,133,1.2375,Shepperd Ricards,50
138,Daryl,Pauncefort,Female,12,1979-06-18,Community Outreach Specialist,Financial Services,Mass Customer,N,Yes,12,0 Dexter Parkway,2380,NSW,Australia,3.0,1.09,1.3625,1.3625,1.158125,133,133,1.2375,Daryl Pauncefort,38
139,Norina,Blakeway,Female,60,1980-02-11,Programmer Analyst II,Property,Mass Customer,N,Yes,3,75813 Lawn Lane,3081,VIC,Australia,8.0,0.92,1.15,1.15,0.9775,133,133,1.2375,Norina Blakeway,37
140,My,Chaston,Male,92,1966-07-16,Desktop Support Technician,Manufacturing,Affluent Customer,N,Yes,16,74613 Northport Park,3765,VIC,Australia,9.0,0.71,0.8875,1.109375,1.109375,133,133,1.2375,My Chaston,51
141,Isak,Bergstram,Male,14,2001-03-08,Pharmacist,Health,Affluent Customer,N,Yes,15,68 Karstens Pass,2176,NSW,Australia,9.0,0.58,0.725,0.90625,0.90625,142,142,1.23515625,Isak Bergstram,16
142,Grannie,Cracker,Male,28,1949-03-06,VP Marketing,Retail,Mass Customer,N,Yes,20,87254 Hermina Pass,4217,QLD,Australia,8.0,0.48,0.6,0.6,0.51,142,142,1.23515625,Grannie Cracker,68
143,Welby,Lourenco,Male,6,1975-12-27,Senior Cost Accountant,Financial Services,High Net Worth,N,Yes,17,801 Atwood Alley,2138,NSW,Australia,9.0,0.58,0.725,0.90625,0.90625,144,144,1.234375,Welby Lourenco,42
144,Glenn,Casbourne,Female,4,1981-08-08,Senior Editor,Manufacturing,Mass Customer,N,No,6,2 Morrow Alley,4207,QLD,Australia,1.0,1.07,1.07,1.07,0.9095,144,144,1.234375,Glenn Casbourne,36
145,Nadiya,Balasini,Female,40,1950-11-05,Sales Associate,Financial Services,Mass Customer,N,No,15,92934 Mallory Trail,2164,NSW,Australia,9.0,0.54,0.54,0.675,0.57375,146,146,1.225,Nadiya Balasini,67
146,Tyne,Coate,Female,82,1965-07-15,Developer II,Manufacturing,Mass Customer,N,No,17,90820 Thackeray Street,2218,NSW,Australia,8.0,0.97,0.97,1.2125,1.030625,146,146,1.225,Tyne Coate,52
147,Christie,Anders,Male,38,1969-10-02,VP Marketing,Retail,Mass Customer,N,No,16,48 Ludington Plaza,2153,NSW,Australia,10.0,0.55,0.55,0.6875,0.584375,146,146,1.225,Christie Anders,48
148,Agnella,Capener,Female,58,1969-05-21,Teacher,Health,High Net Worth,N,No,19,49185 Derek Circle,3977,VIC,Australia,6.0,0.66,0.66,0.66,0.66,146,146,1.225,Agnella Capener,48
149,Bernardine,Delmonti,Female,39,1971-03-31,,Property,Mass Customer,N,No,17,0721 Meadow Ridge Pass,2540,NSW,Australia,8.0,0.7,0.7,0.7,0.595,146,146,1.225,Bernardine Delmonti,46
150,Daisy,Spowart,Female,60,1967-12-18,Staff Accountant I,Health,Affluent Customer,N,Yes,4,115 Westridge Road,4570,QLD,Australia,3.0,0.79,0.9875,0.9875,0.9875,146,146,1.225,Daisy Spowart,50
151,Denys,Minshall,Female,30,1961-12-26,Environmental Tech,Manufacturing,Affluent Customer,N,Yes,14,7 Myrtle Lane,2324,NSW,Australia,8.0,1.01,1.2625,1.2625,1.2625,152,152,1.221875,Denys Minshall,56
152,Archibald,Blessed,Male,61,1969-02-10,VP Sales,Financial Services,Mass Customer,N,Yes,18,7795 Memorial Drive,2016,NSW,Australia,11.0,0.56,0.7,0.875,0.74375,153,153,1.21875,Archibald Blessed,48
153,Feodor,Englishby,Male,54,1961-08-14,Account Coordinator,Health,Mass Customer,N,No,11,24695 Boyd Road,3201,VIC,Australia,5.0,0.67,0.67,0.67,0.5695,154,154,1.203125,Feodor Englishby,56
154,Skippie,Yearsley,Male,6,1956-09-04,Compensation Analyst,Financial Services,Mass Customer,N,No,9,95306 John Wall Avenue,4350,QLD,Australia,5.0,0.99,0.99,0.99,0.8415,155,155,1.2,Skippie Yearsley,61
155,Bill,missing,Female,74,1963-04-24,Human Resources Assistant II,Property,Mass Customer,N,Yes,19,6704 Pine View Lane,2170,NSW,Australia,9.0,0.82,1.025,1.28125,1.0890625,155,155,1.2,Bill missing,54
156,Tessa,Friese,Female,89,1976-10-24,Health Coach II,Financial Services,Mass Customer,N,No,21,98158 Alpine Point,4212,QLD,Australia,9.0,0.99,0.99,1.2375,1.051875,157,157,1.1953125,Tessa Friese,41
157,Roseanne,Caruth,Female,16,1957-05-25,Programmer Analyst III,Health,Mass Customer,N,No,7,33652 Lyons Alley,2763,NSW,Australia,9.0,0.77,0.77,0.9625,0.818125,158,158,1.1875,Roseanne Caruth,60
158,Tedra,Goodbanne,Female,4,1978-01-15,Senior Quality Engineer,,Mass Customer,N,Yes,6,8 Debs Road,3934,VIC,Australia,9.0,0.89,1.1125,1.390625,1.18203125,158,158,1.1875,Tedra Goodbanne,39
159,Roberto,Harme,Male,27,1951-06-11,Environmental Tech,,High Net Worth,N,No,10,101 Starling Pass,2564,NSW,Australia,9.0,1.01,1.01,1.2625,1.2625,158,158,1.1875,Roberto Harme,66
160,Nichole,Leisman,Male,37,1986-08-07,Geologist III,Property,Affluent Customer,N,No,4,35151 Bunker Hill Crossing,2068,NSW,Australia,12.0,0.75,0.75,0.9375,0.9375,158,158,1.1875,Nichole Leisman,31
161,Amil,Ennor,Female,23,1995-08-04,Health Coach II,Health,Mass Customer,N,Yes,10,2093 Amoth Pass,3109,VIC,Australia,11.0,0.55,0.6875,0.859375,0.73046875,158,158,1.1875,Amil Ennor,22
162,Shawna,Hinrichsen,Female,60,1969-08-27,Assistant Professor,Manufacturing,Affluent Customer,N,Yes,9,57343 Eagan Avenue,2326,NSW,Australia,2.0,0.98,1.225,1.225,1.225,163,163,1.18203125,Shawna Hinrichsen,48
163,Fonsie,Levane,Male,96,1951-07-10,Account Representative III,,High Net Worth,N,Yes,19,83 Armistice Terrace,4011,QLD,Australia,3.0,0.86,1.075,1.34375,1.34375,163,163,1.18203125,Fonsie Levane,66
164,Emilie,Brody,Female,3,1979-05-22,Director of Sales,,Mass Customer,N,Yes,3,5388 Burrows Alley,2073,NSW,Australia,11.0,0.92,1.15,1.4375,1.221875,163,163,1.18203125,Emilie Brody,38
165,Robert,Corkill,Male,55,1976-03-12,Clinical Specialist,Health,Mass Customer,N,No,4,5612 Toban Point,2227,NSW,Australia,10.0,0.42,0.42,0.525,0.44625,166,166,1.175,Robert Corkill,41
166,Elvira,Kurten,Female,65,1973-03-18,Assistant Professor,Financial Services,High Net Worth,N,No,12,65 Ridge Oak Court,2471,NSW,Australia,3.0,0.68,0.68,0.68,0.68,166,166,1.175,Elvira Kurten,44
167,Juliana,Mitchenson,Female,55,1989-01-05,Environmental Tech,Manufacturing,Mass Customer,N,Yes,8,74 Russell Terrace,4350,QLD,Australia,4.0,0.88,1.1,1.1,0.935,166,166,1.175,Juliana Mitchenson,28
168,Regine,Bownes,Female,99,1952-07-01,Senior Developer,Retail,Affluent Customer,N,No,15,255 Loeprich Lane,3752,VIC,Australia,9.0,0.92,0.92,1.15,1.15,166,166,1.175,Regine Bownes,65
169,Abner,Fraschetti,Male,33,1986-01-23,Staff Scientist,Argiculture,Affluent Customer,N,No,13,67 Northport Avenue,3805,VIC,Australia,7.0,0.53,0.53,0.53,0.53,166,166,1.175,Abner Fraschetti,31
170,Alvira,Coulman,Female,42,1955-06-05,Account Representative II,,Affluent Customer,N,No,14,823 Wayridge Trail,2205,NSW,Australia,9.0,1.08,1.08,1.35,1.35,166,166,1.175,Alvira Coulman,62
171,Sawyer,Sponton,Male,36,1956-02-22,Help Desk Technician,Property,Mass Customer,N,Yes,10,5 Golf Terrace,2126,NSW,Australia,11.0,1.03,1.2875,1.609375,1.36796875,166,166,1.175,Sawyer Sponton,61
172,Feodor,Vickers,Male,60,1989-11-18,VP Quality Control,Financial Services,Mass Customer,N,Yes,4,40809 Truax Way,2209,NSW,Australia,6.0,0.91,1.1375,1.1375,0.966875,173,173,1.171875,Feodor Vickers,28
173,Paten,Cayet,Male,56,1995-02-19,Assistant Manager,Manufacturing,Affluent Customer,N,Yes,16,1398 Burning Wood Way,3850,VIC,Australia,1.0,0.63,0.7875,0.7875,0.7875,174,174,1.16875,Paten Cayet,22
174,Loria,Tappington,Female,72,1955-09-06,Research Assistant IV,Property,Mass Customer,N,No,5,3920 Swallow Junction,3038,VIC,Australia,8.0,0.91,0.91,0.91,0.7735,174,174,1.16875,Loria Tappington,62
175,Tanya,Kiefer,Female,54,1992-07-05,Speech Pathologist,Telecommunications,High Net Worth,N,No,7,4 Warner Park,2146,NSW,Australia,9.0,0.95,0.95,1.1875,1.1875,174,174,1.16875,Tanya Kiefer,25
176,Devonne,Alderwick,Female,79,1939-01-29,Research Associate,,High Net Worth,N,Yes,9,534 Lien Lane,3122,VIC,Australia,7.0,0.61,0.7625,0.7625,0.7625,177,177,1.1625,Devonne Alderwick,78
177,Omero,McDonand,Male,51,1952-04-01,Software Consultant,Manufacturing,Mass Customer,N,No,16,48 Shoshone Park,2066,NSW,Australia,9.0,0.87,0.87,1.0875,0.924375,177,177,1.1625,Omero McDonand,65
178,Iain,Haversham,Male,92,1950-12-26,Sales Representative,Retail,Mass Customer,N,Yes,13,170 Briar Crest Place,2120,NSW,Australia,10.0,0.94,1.175,1.46875,1.2484375,177,177,1.1625,Iain Haversham,67
179,Keriann,Newham,Female,71,1975-03-26,Assistant Manager,Financial Services,Mass Customer,N,No,5,0193 Northland Street,4179,QLD,Australia,9.0,0.92,0.92,1.15,0.9775,177,177,1.1625,Keriann Newham,42
180,Conroy,Rappaport,Male,39,1965-01-08,Assistant Manager,Health,High Net Worth,N,No,9,5219 Pearson Drive,2148,NSW,Australia,9.0,0.81,0.81,1.0125,1.0125,181,181,1.158125,Conroy Rappaport,52
181,Dorian,Rustman,Male,78,1974-12-09,Junior Executive,Manufacturing,Mass Customer,N,No,18,6156 Summit Center,4352,QLD,Australia,7.0,0.65,0.65,0.65,0.5525,181,181,1.158125,Dorian Rustman,43
182,Quillan,Guinane,Male,36,1946-03-24,Community Outreach Specialist,,High Net Worth,N,Yes,21,803 Badeau Point,2177,NSW,Australia,8.0,0.74,0.925,0.925,0.925,181,181,1.158125,Quillan Guinane,71
183,Harlin,Mazin,Male,34,1974-03-25,Computer Systems Analyst I,Manufacturing,Mass Customer,N,Yes,13,735 Westridge Road,2454,NSW,Australia,7.0,0.41,0.5125,0.5125,0.435625,181,181,1.158125,Harlin Mazin,43
184,Eustacia,Dornan,Female,68,1985-09-02,Account Representative IV,Property,Mass Customer,N,No,5,1190 Hanson Street,3806,VIC,Australia,9.0,0.66,0.66,0.825,0.70125,181,181,1.158125,Eustacia Dornan,32
185,Maury,Galego,Male,65,1992-07-27,Social Worker,Health,High Net Worth,N,Yes,3,370 Division Junction,3032,VIC,Australia,10.0,0.64,0.8,1.0,1.0,181,181,1.158125,Maury Galego,25
186,Reggie,Kernar,Female,26,1971-11-28,Senior Editor,Financial Services,High Net Worth,N,No,17,90 Northport Hill,2228,NSW,Australia,10.0,0.81,0.81,1.0125,1.0125,181,181,1.158125,Reggie Kernar,46
187,Brigitte,Whellams,Female,67,1973-05-09,Payment Adjustment Coordinator,,Mass Customer,N,Yes,17,77785 Veith Lane,2766,NSW,Australia,8.0,1.09,1.3625,1.3625,1.158125,188,188,1.15625,Brigitte Whellams,44
188,Kinna,Kollasch,Female,7,1986-11-09,Safety Technician I,Property,High Net Worth,N,No,9,232 Knutson Park,4060,QLD,Australia,10.0,0.89,0.89,1.1125,1.1125,188,188,1.15625,Kinna Kollasch,31
189,Maurizio,Comi,Male,74,1996-05-30,VP Product Management,IT,Affluent Customer,N,No,10,25805 Eagan Place,2766,NSW,Australia,9.0,0.75,0.75,0.9375,0.9375,190,190,1.15546875,Maurizio Comi,21
190,Elbertina,Fendley,Female,32,1992-03-27,Physical Therapy Assistant,Property,Affluent Customer,N,No,8,743 Debra Court,2117,NSW,Australia,11.0,0.74,0.74,0.925,0.925,191,191,1.15,Elbertina Fendley,25
191,Franklin,Wohler,Male,55,1938-10-16,Clinical Specialist,Health,Mass Customer,N,Yes,7,6966 Delladonna Street,2250,NSW,Australia,8.0,0.47,0.5875,0.5875,0.499375,191,191,1.15,Franklin Wohler,79
192,Allyson,Petchell,Female,16,1970-03-19,Human Resources Manager,Telecommunications,High Net Worth,N,No,10,98221 Pennsylvania Place,2170,NSW,Australia,8.0,1.0,1.0,1.0,1.0,191,191,1.15,Allyson Petchell,47
193,Ermentrude,Heindle,Female,47,1969-08-02,GIS Technical Architect,Argiculture,Mass Customer,N,No,7,307 Knutson Center,2226,NSW,Australia,10.0,1.1,1.1,1.375,1.16875,191,191,1.15,Ermentrude Heindle,48
194,Alanna,Lerway,Female,26,1944-01-05,Dental Hygienist,Health,Mass Customer,N,Yes,11,593 Alpine Drive,3195,VIC,Australia,12.0,0.79,0.9875,1.234375,1.04921875,195,195,1.1475,Alanna Lerway,73
195,Vincent,Jopke,Male,6,1972-03-10,Analog Circuit Design manager,Property,Affluent Customer,N,No,16,45788 Stang Plaza,3687,VIC,Australia,3.0,0.54,0.54,0.54,0.54,195,195,1.1475,Vincent Jopke,45
196,Mandie,Jeffryes,Female,60,1981-02-16,Business Systems Development Analyst,,High Net Worth,N,No,7,96515 Di Loreto Pass,4109,QLD,Australia,9.0,0.5,0.5,0.625,0.625,195,195,1.1475,Mandie Jeffryes,36
197,Collete,Dory,Female,66,1990-01-09,Information Systems Manager,,High Net Worth,N,No,2,8625 Dakota Plaza,2210,NSW,Australia,9.0,0.7,0.7,0.875,0.875,195,195,1.1475,Collete Dory,27
198,Leonid,Dorricott,Male,44,1993-11-18,Environmental Tech,,Affluent Customer,N,No,3,02 Hoffman Road,2448,NSW,Australia,3.0,0.5,0.5,0.5,0.5,195,195,1.1475,Leonid Dorricott,24
199,Charlena,Berney,Female,55,1966-01-02,Geological Engineer,Manufacturing,High Net Worth,N,Yes,12,496 Logan Center,4207,QLD,Australia,4.0,0.53,0.6625,0.6625,0.6625,195,195,1.1475,Charlena Berney,51
200,Alfonso,Massel,Male,70,1940-12-05,,,Mass Customer,N,Yes,13,6065 Talisman Crossing,3977,VIC,Australia,7.0,0.89,1.1125,1.1125,0.945625,201,201,1.1421875,Alfonso Massel,77
201,Engracia,Dobbs,Female,84,1959-04-19,,Health,Mass Customer,N,No,15,72 Eliot Place,2250,NSW,Australia,8.0,0.43,0.43,0.5375,0.456875,202,202,1.140625,Engracia Dobbs,58
202,Glyn,missing,Male,47,1945-02-13,General Manager,Manufacturing,Affluent Customer,N,Yes,21,67 Bluejay Plaza,2300,NSW,Australia,9.0,0.43,0.5375,0.671875,0.671875,202,202,1.140625,Glyn missing,72
203,Rosemonde,Cartwight,Female,44,1952-10-20,Analyst Programmer,Retail,Mass Customer,N,Yes,7,518 Paget Hill,4605,QLD,Australia,1.0,0.55,0.6875,0.6875,0.584375,202,202,1.140625,Rosemonde Cartwight,65
204,Alano,Satchel,Male,2,1998-11-26,Recruiting Manager,,Mass Customer,N,No,2,87107 Shelley Crossing,2429,NSW,Australia,7.0,0.55,0.55,0.55,0.4675,202,202,1.140625,Alano Satchel,19
205,Corrine,Baribal,Female,19,1948-10-12,Senior Sales Associate,,Affluent Customer,N,Yes,12,3 Mallory Circle,2170,NSW,Australia,8.0,0.66,0.825,0.825,0.825,206,206,1.1375,Corrine Baribal,69
206,Benoit,Harniman,Male,31,1976-08-27,Research Assistant II,Telecommunications,Affluent Customer,N,No,9,1582 Bashford Drive,4018,QLD,Australia,7.0,0.53,0.53,0.53,0.53,206,206,1.1375,Benoit Harniman,41
207,Jeanne,Darte,Female,70,1955-08-18,,,Mass Customer,N,Yes,11,3 Homewood Park,2756,NSW,Australia,7.0,0.84,1.05,1.05,0.8925,206,206,1.1375,Jeanne Darte,62
208,Jenelle,Fearnill,Female,12,1958-01-03,Social Worker,Health,High Net Worth,N,No,19,06 Old Gate Park,2144,NSW,Australia,9.0,0.88,0.88,1.1,1.1,206,206,1.1375,Jenelle Fearnill,59
209,Tannie,Gambrell,Male,92,1967-05-25,Financial Analyst,Financial Services,Affluent Customer,N,No,4,49 Surrey Point,4710,QLD,Australia,4.0,0.44,0.44,0.55,0.55,206,206,1.1375,Tannie Gambrell,50
210,Mick,Macewan,Male,32,1967-12-12,Senior Cost Accountant,Financial Services,Mass Customer,N,No,16,59254 Northland Alley,2032,NSW,Australia,10.0,0.96,0.96,1.2,1.02,206,206,1.1375,Mick Macewan,50
211,Abbie,Oldman,Male,82,1983-11-26,,Health,High Net Worth,N,Yes,5,4 North Drive,2168,NSW,Australia,8.0,1.0,1.25,1.5625,1.5625,212,212,1.136875,Abbie Oldman,34
212,Tabbie,Curner,Male,12,1997-03-13,Chief Design Engineer,Retail,Mass Customer,N,No,6,89 Parkside Street,3021,VIC,Australia,6.0,0.58,0.58,0.58,0.493,212,212,1.136875,Tabbie Curner,20
213,Shane,Killen,Male,28,1956-10-16,Account Executive,Entertainment,High Net Worth,N,No,10,7 Hazelcrest Place,2165,NSW,Australia,8.0,0.93,0.93,0.93,0.93,212,212,1.136875,Shane Killen,61
214,Roberta,Goodale,Female,9,1947-02-28,Information Systems Manager,Property,Mass Customer,N,Yes,22,013 David Junction,4211,QLD,Australia,7.0,0.42,0.525,0.525,0.44625,215,215,1.12890625,Roberta Goodale,70
215,Kippy,Barabisch,Male,11,2000-04-07,Legal Assistant,Manufacturing,Mass Customer,N,No,4,840 Graceland Street,2125,NSW,Australia,11.0,0.54,0.54,0.675,0.57375,215,215,1.12890625,Kippy Barabisch,17
216,Rosalinde,Cubuzzi,Female,50,1997-09-04,Business Systems Development Analyst,,Mass Customer,N,No,5,6 Lotheville Trail,2444,NSW,Australia,7.0,0.82,0.82,0.82,0.697,215,215,1.12890625,Rosalinde Cubuzzi,20
217,Cami,Barnbrook,Female,8,1963-01-01,Occupational Therapist,Health,Affluent Customer,N,Yes,18,890 Truax Lane,4285,QLD,Australia,2.0,0.94,1.175,1.175,1.175,218,218,1.12625,Cami Barnbrook,54
218,Dorian,Stollen,Male,78,1980-02-16,Statistician I,Financial Services,Mass Customer,N,Yes,18,72922 Cambridge Terrace,2026,NSW,Australia,11.0,0.94,1.175,1.46875,1.2484375,219,219,1.125,Dorian Stollen,37
219,Hunfredo,Hayball,Male,7,1994-04-15,,IT,Affluent Customer,N,No,3,60461 Esch Avenue,2227,NSW,Australia,8.0,1.07,1.07,1.07,1.07,219,219,1.125,Hunfredo Hayball,23
220,Giorgi,O'Shirine,Male,68,1981-06-20,Payment Adjustment Coordinator,Retail,Mass Customer,N,Yes,15,6 Novick Alley,3934,VIC,Australia,8.0,0.54,0.675,0.675,0.57375,219,219,1.125,Giorgi O'Shirine,36
221,Kort,Disley,Male,66,1979-02-05,Technical Writer,Health,Mass Customer,N,Yes,7,76 Donald Trail,2160,NSW,Australia,9.0,0.69,0.8625,1.078125,0.91640625,219,219,1.125,Kort Disley,38
222,Gretna,Thredder,Female,62,1966-01-08,,,Mass Customer,N,No,18,1607 Westridge Drive,2203,NSW,Australia,11.0,0.59,0.59,0.7375,0.626875,223,223,1.115625,Gretna Thredder,51
223,Tobiah,Heinsius,Male,66,2000-01-25,Chief Design Engineer,Health,High Net Worth,N,No,9,3630 Dawn Crossing,2446,NSW,Australia,8.0,0.85,0.85,0.85,0.85,223,223,1.115625,Tobiah Heinsius,17
224,Wallace,Newart,Male,91,1977-12-06,,IT,Mass Customer,N,No,17,29007 Dapin Street,4650,QLD,Australia,1.0,0.57,0.57,0.7125,0.605625,223,223,1.115625,Wallace Newart,40
225,Hersh,Stubbert,Male,0,2000-06-25,Technical Writer,Manufacturing,Mass Customer,N,Yes,15,68 Fairfield Street,4115,QLD,Australia,8.0,0.45,0.5625,0.5625,0.478125,226,226,1.1125,Hersh Stubbert,17
227,Wyn,Saynor,Male,54,1964-06-22,Cost Accountant,Financial Services,High Net Worth,N,No,8,5 Briar Crest Road,2099,NSW,Australia,9.0,1.08,1.08,1.35,1.35,226,226,1.1125,Wyn Saynor,53
228,Maribeth,Stivani,Female,46,1954-11-13,Associate Professor,Financial Services,Mass Customer,N,No,7,945 Bobwhite Court,2430,NSW,Australia,8.0,0.74,0.74,0.74,0.629,226,226,1.1125,Maribeth Stivani,63
229,Abigale,Sives,Female,48,1963-12-13,VP Marketing,Health,Affluent Customer,N,Yes,14,2 Glendale Center,4207,QLD,Australia,4.0,0.45,0.5625,0.5625,0.5625,230,230,1.109375,Abigale Sives,54
230,Gothart,Artus,Male,52,1978-05-31,Health Coach IV,Health,Mass Customer,N,Yes,14,21824 Northridge Alley,2117,NSW,Australia,10.0,0.42,0.525,0.65625,0.5578125,231,231,1.105,Gothart Artus,39
231,Danny,Bodle,Male,50,1943-09-24,Statistician I,Manufacturing,Mass Customer,N,Yes,18,68 Anthes Park,2007,NSW,Australia,9.0,1.06,1.325,1.65625,1.4078125,231,231,1.105,Danny Bodle,74
232,Vittorio,Boxen,Male,94,1965-08-15,Mechanical Systems Engineer,,Mass Customer,N,No,14,3 Anthes Court,2148,NSW,Australia,9.0,1.01,1.01,1.2625,1.073125,233,233,1.1,Vittorio Boxen,52
233,Deborah,Petrovsky,Female,53,1943-07-14,Teacher,Property,Mass Customer,N,No,16,036 Redwing Street,2011,NSW,Australia,7.0,0.6,0.6,0.6,0.51,233,233,1.1,Deborah Petrovsky,74
234,Agace,Hedge,Female,25,1997-07-23,Media Manager II,,Mass Customer,N,Yes,13,92 Petterle Place,3429,VIC,Australia,8.0,0.94,1.175,1.175,0.99875,233,233,1.1,Agace Hedge,20
235,Rolland,Esmead,Male,41,1940-07-13,,Health,Affluent Customer,N,No,8,72008 7th Avenue,2200,NSW,Australia,8.0,1.05,1.05,1.05,1.05,233,233,1.1,Rolland Esmead,77
236,Latrena,Walklate,Female,97,1943-10-05,Mechanical Systems Engineer,Telecommunications,High Net Worth,N,Yes,13,87 Sheridan Junction,2281,NSW,Australia,8.0,0.56,0.7,0.875,0.875,237,237,1.094375,Latrena Walklate,74
237,Mariquilla,Springthorpe,Female,30,1939-04-04,Director of Sales,,Mass Customer,N,Yes,8,811 Melrose Park,2224,NSW,Australia,10.0,0.62,0.775,0.96875,0.8234375,237,237,1.094375,Mariquilla Springthorpe,78
238,Leticia,Danovich,Female,84,1941-10-02,Design Engineer,Entertainment,Mass Customer,N,Yes,15,2 Logan Avenue,4307,QLD,Australia,1.0,0.55,0.6875,0.859375,0.73046875,237,237,1.094375,Leticia Danovich,76
